graphOrder,graphType,graphMeanDegree,graphIndex,simCounter,gossipType,meanL1AbsoluteError,varL1AbsoluteError,meanL2Error,varL2Error,meanRounds,varRounds,meanEffectiveRounds,varEffectiveRounds,meanWastedRounds,varWastedRounds,meanMessages,varMessages,meanBusyMessages,varBusyMessages,meanSharedNeighbors,stoppingThreshold
1000,SF,9.95000000000001,0,0,PUSHSUM,0.000733250396842,0.00037883846964,0.000378997287315,0.000138848911143,80.1759999999999,24.4754994994994,27.38,95.1327327327326,52.796,80.1759999999999,80.1759999999999,24.4754994994994,0,0,0,24
1000,SF,9.95000000000001,0,1,PUSHSUM,3.80828481329265E-06,5.23137970782947E-10,5.3711786603132E-10,7.4557676325661E-17,79.619,20.9587977977978,26.76,94.0824824824825,52.859,79.619,79.619,20.9587977977978,0,0,0,24
1000,SF,9.95000000000001,0,2,PUSHSUM,0.00245802251207,0.001978868839715,0.001982931845545,0.001363570793241,78.789,28.1986776776777,26.633,92.1925035035036,52.156,78.789,78.789,28.1986776776777,0,0,0,24
1000,SF,9.95000000000001,0,3,PUSHSUM,2.78254312762816E-06,6.19534905332478E-11,6.96340832998253E-11,9.47975796849451E-19,81.817,23.6711821821822,27.547,96.3401311311312,54.27,81.817,81.817,23.6711821821822,0,0,0,24
1000,SF,9.95000000000001,0,4,PUSHSUM,5.79747970116263E-05,2.85980246258616E-06,2.86030373721211E-06,8.16535358573468E-09,80.5270000000001,22.1594304304304,27.099,93.0842832832833,53.428,80.5270000000001,80.5270000000001,22.1594304304304,0,0,0,24
1000,SF,9.95000000000001,0,5,PUSHSUM,0.00140719625179,0.001564217469285,0.001564633453107,0.002384883867723,79.4120000000001,24.777033033033,26.768,93.5497257257258,52.6439999999999,79.4120000000001,79.4120000000001,24.777033033033,0,0,0,24
1000,SF,9.95000000000001,0,6,PUSHSUM,0.000807985655355,0.000576570164519,0.000576646435174,0.000331541397709,79.5700000000001,23.2763763763764,26.434,90.6242682682682,53.136,79.5700000000001,79.5700000000001,23.2763763763764,0,0,0,24
1000,SF,9.95000000000001,0,7,PUSHSUM,0.001489756412303,0.000793316194128,0.000794742252102,0.000339777910291,78.9660000000001,26.8857297297297,26.881,95.3662052052052,52.085,78.9660000000001,78.9660000000001,26.8857297297297,0,0,0,24
1000,SF,9.95000000000001,0,8,PUSHSUM,0.000128356780628,1.5264616365816E-05,1.52658272125835E-05,2.32832648984622E-07,79.366,23.6717157157157,26.459,89.3997187187186,52.9069999999999,79.366,79.366,23.6717157157157,0,0,0,24
1000,SF,9.95000000000001,0,9,PUSHSUM,2.97891776784587E-06,1.77195045293382E-10,1.85891801315676E-10,2.74024755298328E-17,81.0120000000001,19.8657217217217,27.092,95.7172532532533,53.92,81.0120000000001,81.0120000000001,19.8657217217217,0,0,0,24
1000,SF,9.95000000000001,0,10,PUSHSUM,5.12168447916434E-05,1.985905349203E-06,1.98654260904421E-06,3.91068129180063E-09,79.186,24.1375415415415,26.48,89.1607607607607,52.706,79.186,79.186,24.1375415415415,0,0,0,24
1000,SF,9.95000000000001,0,11,PUSHSUM,0.000548116635817,0.000277211672434,0.000277234892608,7.68176616756905E-05,80.27,24.5516516516517,27.291,91.9462652652653,52.979,80.27,80.27,24.5516516516517,0,0,0,24
1000,SF,9.95000000000001,0,12,PUSHSUM,0.000485749734342,0.000230904723231,0.000230909771312,5.33143300060672E-05,79.03,24.4735735735736,26.101,89.6644634634634,52.929,79.03,79.03,24.4735735735736,0,0,0,24
1000,SF,9.95000000000001,0,13,PUSHSUM,0.000632967719255,0.000372656154052,0.000372684146031,0.000138812414908,79.4649999999999,24.6554304304304,26.588,93.0973533533534,52.877,79.4649999999999,79.4649999999999,24.6554304304304,0,0,0,24
1000,SF,9.95000000000001,0,14,PUSHSUM,6.08789593564488E-05,1.54507452811535E-06,1.54723570127955E-06,1.78049694986741E-09,79.6159999999999,22.2648088088088,26.774,91.003927927928,52.842,79.6159999999999,79.6159999999999,22.2648088088088,0,0,0,24
1000,SF,9.95000000000001,0,15,PUSHSUM,0.000710642548544,0.000425728649246,0.000425807933429,0.000178583732968,78.1550000000002,21.7567317317318,25.646,85.6943783783784,52.509,78.1550000000002,78.1550000000002,21.7567317317318,0,0,0,24
1000,SF,9.95000000000001,0,16,PUSHSUM,0.000622960853681,0.000238504086331,0.00023865366247,5.3354466430038E-05,79.119,27.7265655655656,25.857,85.6261771771773,53.2620000000001,79.119,79.119,27.7265655655656,0,0,0,24
1000,SF,9.95000000000001,0,17,PUSHSUM,0.000622472483077,0.000372645743657,0.000372660569906,0.000138812429393,78.302,25.6104064064064,25.372,83.1447607607606,52.93,78.302,78.302,25.6104064064064,0,0,0,24
1000,SF,9.95000000000001,0,18,PUSHSUM,0.00307740482183,0.001723069874304,0.001730817224867,0.000727095562943,80.1640000000001,37.1582622622623,26.64,94.7111111111112,53.524,80.1640000000001,80.1640000000001,37.1582622622623,0,0,0,24
1000,SF,9.95000000000001,0,19,PUSHSUM,0.000873381106356,0.000757120675637,0.000757126349519,0.000573239765541,79.285,24.228003003003,26.241,88.6015205205206,53.044,79.285,79.285,24.228003003003,0,0,0,24
1000,SF,9.95000000000001,0,20,PUSHSUM,2.9979113581593E-06,3.38624198754718E-11,4.28160299669769E-11,1.459715042517E-19,80.9710000000002,22.6648238238238,27.586,92.3529569569569,53.385,80.9710000000002,80.9710000000002,22.6648238238238,0,0,0,24
