graphOrder,graphType,graphMeanDegree,graphIndex,simCounter,gossipType,meanL1AbsoluteError,varL1AbsoluteError,meanL2Error,varL2Error,meanRounds,varRounds,meanEffectiveRounds,varEffectiveRounds,meanWastedRounds,varWastedRounds,meanMessages,varMessages,meanBusyMessages,varBusyMessages,meanSharedNeighbors,stoppingThreshold
200,SF,19.0,0,0,PUSHPULL,5.2578786201025754E-5,3.5414526497144205E-9,6.288274144839023E-9,5.987950042087075E-16,63.730000000000004,832.700603015075,49.93499999999999,578.382688442211,13.795,68.66499999999995,68.66499999999995,832.4449999999999,4.935,1.4982663316582916,2.4095979899,3
200,SF,19.0,0,1,PUSHPULL,7.25355750960588E-5,7.589049285995268E-9,1.281251369408127E-8,3.3140754106647278E-15,91.64000000000003,2481.3772864321595,74.05999999999997,1848.68984924623,17.579999999999995,94.74999999999994,94.74999999999994,2481.032663316583,3.1100000000000017,1.4250251256281414,2.4095979899,3
200,SF,19.0,0,2,PUSHPULL,1.3290615246128068E-4,8.051451267930477E-8,9.777598547796924E-8,8.002556175853203E-13,138.60999999999993,7242.932562814073,116.26499999999997,5664.336457286433,22.345000000000002,142.06000000000006,142.06000000000006,7182.277788944725,3.4499999999999984,1.7060301507537685,2.4095979899,3
200,SF,19.0,0,3,PUSHPULL,8.756463160159206E-5,1.6533970412955235E-8,2.4118865268413007E-8,2.4601799108678724E-14,136.12,12264.90010050251,114.73999999999995,9946.665728643211,21.379999999999992,138.21,138.21,12245.664221105528,2.0900000000000007,0.7657286432160801,2.4095979899,3
200,SF,19.0,0,4,PUSHPULL,1.0269317904256895E-4,1.2611922428099765E-8,2.309475183782838E-8,4.4824856266517635E-15,139.70999999999995,14530.438090452253,116.72,11413.810653266335,22.99,142.32000000000005,142.32000000000005,14460.570452261301,2.61,1.0933668341708542,2.4095979899,3
200,SF,19.0,0,5,PUSHPULL,1.1647415104966805E-4,1.3156514988434328E-8,2.6656960276233047E-8,3.572333235170364E-15,199.4499999999999,26907.49497487437,171.64500000000004,21988.029120603016,27.805000000000003,201.69000000000008,201.69000000000008,26779.943618090452,2.2399999999999998,1.4395979899497482,2.4095979899,3
200,SF,19.0,0,6,PUSHPULL,1.5645912011269365E-4,5.6044713845141385E-8,8.024394654235403E-8,1.3887361640332868E-13,187.95,19423.947236180906,159.79999999999993,15598.261306532673,28.15000000000001,190.44000000000014,190.44000000000014,19336.036582914563,2.4900000000000007,1.1355778894472366,2.4095979899,3
200,SF,19.0,0,7,PUSHPULL,8.642213002914624E-5,9.208363266519438E-9,1.6631106008961492E-8,2.10036720624158E-15,144.77999999999997,17938.413668341716,123.22000000000004,14732.132261306531,21.56000000000001,147.33500000000004,147.33500000000004,17859.841984924624,2.554999999999999,1.2934422110552763,2.4095979899,3
200,SF,19.0,0,8,PUSHPULL,9.18684616433141E-5,1.0630465982606787E-8,1.901712789740282E-8,1.8959888024961796E-15,162.15999999999994,25586.687839195984,138.065,20891.236959798993,24.095000000000013,164.51,164.51,25490.1607035176,2.3499999999999974,1.2035175879396987,2.4095979899,3
200,SF,19.0,0,9,PUSHPULL,8.569685907480695E-5,1.1001322562838354E-8,1.8290267605311475E-8,4.7694145918121794E-15,138.75999999999996,11251.158190954768,116.78000000000002,9198.584522613059,21.979999999999997,141.97500000000002,141.97500000000002,11122.707914572857,3.2149999999999985,2.0892211055276366,2.4095979899,3
200,SF,19.0,0,10,PUSHPULL,9.302116242170589E-5,1.8978332574538706E-8,2.7536377569951384E-8,2.925434546808483E-14,179.85999999999993,30642.01045226131,154.77499999999998,26202.376256281423,25.084999999999987,182.085,182.085,30545.465100502515,2.2249999999999996,0.9390703517587944,2.4095979899,3
200,SF,19.0,0,11,PUSHPULL,1.0694556928585783E-4,1.9776555864250026E-8,3.1115027874805003E-8,1.613938873766232E-14,174.23000000000005,19978.569949748748,148.6200000000001,16355.684020100507,25.610000000000007,176.75000000000009,176.75000000000009,19845.535175879402,2.5200000000000005,1.265929648241206,2.4095979899,3
200,SF,19.0,0,12,PUSHPULL,9.657975393341013E-5,3.993124899762288E-8,4.9059241622472837E-8,1.5989385773609751E-13,188.00000000000003,31585.326633165823,162.12000000000006,26572.00562814069,25.879999999999992,190.26000000000005,190.26000000000005,31472.80643216081,2.2600000000000002,1.0174874371859302,2.4095979899,3
