graphOrder,graphType,graphMeanDegree,graphIndex,simCounter,gossipType,meanL1AbsoluteError,varL1AbsoluteError,meanL2Error,varL2Error,meanRounds,varRounds,meanEffectiveRounds,varEffectiveRounds,meanWastedRounds,varWastedRounds,meanMessages,varMessages,meanBusyMessages,varBusyMessages,meanSharedNeighbors,stoppingThreshold
200,SF,19.0,0,0,WEIGHTED,8.746657027055567E-6,5.902944624375144E-11,1.3523830816147325E-10,1.6480090634422118E-19,11.000000000000002,1.135678391959799,7.990000000000005,1.1456281407035183,3.010000000000001,214.835,214.835,12841.666105527649,0.0,0.0,2.4095979899,3
200,SF,19.0,0,1,WEIGHTED,1.755175690679456E-5,1.7646408420197014E-10,4.836459342961714E-10,3.968456714724168E-19,12.84,1.391356783919597,9.774999999999993,1.622487437185929,3.0650000000000013,253.5,253.5,19908.562814070352,0.0,0.0,2.4095979899,3
200,SF,19.0,0,2,WEIGHTED,2.102927896315553E-5,2.0306914823321362E-10,6.442843762022639E-10,5.709956457690146E-19,13.120000000000006,1.2317587939698498,10.065,1.3575628140703517,3.055,258.1800000000002,258.1800000000002,20024.600603015075,0.0,0.0,2.4095979899,3
200,SF,19.0,0,3,WEIGHTED,1.4111687029105823E-5,9.414450059512986E-11,2.9281348889958734E-10,1.0038762639121706E-19,13.735,1.3314321608040205,10.63,1.5307537688442223,3.1050000000000004,271.60499999999996,271.60499999999996,23437.28540201005,0.0,0.0,2.4095979899,3
200,SF,19.0,0,4,WEIGHTED,2.236193098392625E-5,2.320534649729637E-10,7.309491549779795E-10,1.3110811573726114E-18,13.769999999999994,1.6151758793969848,10.670000000000003,1.85035175879397,3.1000000000000005,272.2350000000001,272.2350000000001,23402.96459798994,0.0,0.0,2.4095979899,3
200,SF,19.0,0,5,WEIGHTED,1.7128061821020118E-5,1.2754537341948198E-10,4.2027814829707123E-10,3.2312791503985937E-19,12.554999999999994,1.3235929648241176,9.515,1.4168592964824114,3.039999999999999,248.40000000000003,248.40000000000003,19709.11557788945,0.0,0.0,2.4095979899,3
200,SF,19.0,0,6,WEIGHTED,2.541327112675739E-5,2.525533590367275E-10,8.971249416036254E-10,9.26093199476153E-19,13.820000000000002,1.6357788944723632,10.729999999999993,1.8262311557788942,3.0900000000000003,272.37000000000006,272.37000000000006,22793.56090452262,0.0,0.0,2.4095979899,3
200,SF,19.0,0,7,WEIGHTED,2.5648925851394224E-5,2.9369536024226444E-10,9.500942807713712E-10,1.1545370113313498E-18,12.949999999999994,1.78643216080402,9.895,1.9135427135678398,3.055,256.215,256.215,20685.214849246222,0.0,0.0,2.4095979899,3
200,SF,19.0,0,8,WEIGHTED,2.44886051912302E-5,2.5725851782371585E-10,8.556640094465437E-10,8.778478056036373E-19,13.760000000000002,1.4596984924623104,10.65,1.7060301507537692,3.11,271.6499999999999,271.6499999999999,22897.324120603014,0.0,0.0,2.4095979899,3
200,SF,19.0,0,9,WEIGHTED,1.4149849636376775E-5,8.956258445617465E-11,2.893330162659658E-10,1.0746581744028626E-19,13.580000000000002,1.1895477386934672,10.459999999999997,1.415477386934672,3.120000000000002,267.8699999999999,267.8699999999999,21855.560904522612,0.0,0.0,2.4095979899,3
200,SF,19.0,0,10,WEIGHTED,1.888171825550233E-5,2.0474433760270944E-10,5.602399001948658E-10,1.2052435678696438E-18,13.839999999999996,1.6225125628140695,10.730000000000002,1.9066331658291453,3.110000000000001,273.4350000000002,273.4350000000002,23501.57364321608,0.0,0.0,2.4095979899,3
200,SF,19.0,0,11,WEIGHTED,2.327381388082029E-5,2.2494699637180198E-10,7.654926739490055E-10,7.048033271010382E-19,13.760000000000002,1.5300502512562815,10.66,1.7833165829145712,3.1000000000000014,271.84000000000026,271.84000000000026,23197.07979899498,0.0,0.0,2.4095979899,3
200,SF,19.0,0,12,WEIGHTED,2.4859667091472472E-5,2.8690996063492597E-10,9.034784587305908E-10,1.6619929143005398E-18,13.829999999999997,1.6292462311557798,10.725000000000003,1.8687185929648236,3.1049999999999995,273.4449999999998,273.4449999999998,23640.439170854268,0.0,0.0,2.4095979899,3
